,country,code,year,hdi,epi,gni_per_capita,gdp_per_capita,co2_emission_per_capita,forest_area,ghg_emission
3025,,FIN,2018,,"79,29",48210.0,275708001767.843,8.08263979060102,224090.0,55490.0016784668
3026,,FIN,2020,,"78,9",50100.0,271891788362.647,,224090.0,
3027,,FIN,2022,,"76,5",,,,,
3028,,FJI,2014,,"53,08",4750.0,4857220601.80003,1.40897370118073,10999.44,1879.99999523163
3029,,FJI,2016,,"90,68",5020.0,4930204219.71304,1.65510450670427,11133.0,2140.00010490417
3030,,FJI,2018,,"48,84",5680.0,5581371847.61641,1.77367474421176,11266.6,2299.99995231628
3031,,FJI,2020,,"34,4",4680.0,4477040340.45226,,11400.2,
3032,,FJI,2022,,"31,3",,,,,
3033,,FRA,2014,,"71,05",43340.0,2855964488590.19,4.61605285360078,167526.0,427769.989013672
3034,,FRA,2016,,"67,37",39100.0,2472964344587.17,4.70474677978042,169194.0,433600.006103516
3035,,FRA,2018,,"80,67",41170.0,2790956878746.66,4.5720300891405,170862.0,422739.990234375
3036,,FRA,2020,,80,39440.0,2639008701648.26,,172530.0,
3037,,FRA,2022,,"62,5",,,,,
3038,,FSM,2014,,"53,36",3100.0,319271200.0,1.28412093296931,642.42,219.999998807907
3039,,FSM,2016,,"64,39",3420.0,332265200.0,1.54650899966467,643.0,250.0
3040,,FSM,2018,,"76,14",3450.0,401932300.0,1.53251180293827,643.6,259.999990463257
3041,,FSM,2020,,33,4070.0,408000000.0,,644.2,
3042,,FSM,2022,,"37,4",,,,,
3043,,GAB,2014,,"46,6",8930.0,18203968001.8908,3.03021831204993,236018.82,13449.9998092651
3044,,GAB,2016,,"64,96",6810.0,14023890620.3384,3.07735673097189,235781.2,14300.0001907349
3045,,GAB,2018,,"42,4",6610.0,16867326389.8704,2.33575358417704,235543.6,12390.0003433228
3046,,GAB,2020,,"45,8",6830.0,15314577167.8211,,235306.0,
3047,,GAB,2022,,"49,7",,,,,
3048,,GBR,2014,,"43,23",44590.0,3065223279583.79,6.4332077800625,31358.0,511660.003662109
3049,,GBR,2016,,"84,72",43150.0,2699659680997.2,5.80400475200463,31590.0,476540.008544922
3050,,GBR,2018,,"77,24",42180.0,2878152147315.82,5.42774817696291,31730.0,453429.992675781
3051,,GBR,2020,,"81,3",38590.0,2704609160088.15,,31900.0,
3052,,GBR,2022,,"77,7",,,,,
3053,,GEO,2014,,"47,23",4740.0,17627003454.7205,2.2772405188099,28224.0,16829.9999237061
3054,,GEO,2016,,"58,89",4080.0,15141758566.7808,2.58886295753601,28224.0,17579.9999237061
3055,,GEO,2018,,"58,1",4460.0,17596922469.9152,2.56805953573245,28224.0,17139.9993896484
3056,,GEO,2020,,"41,3",4260.0,15842922532.7202,,28224.0,
3057,,GEO,2022,,"39,1",,,,,
3058,,GHA,2014,,"32,07",1820.0,54782847752.5375,0.535175505736872,78929.38,30139.9993896484
3059,,GHA,2016,,"63,28",1750.0,56165172898.8695,0.54374483792848,79222.4,32090.0001525879
3060,,GHA,2018,,"47,81",2050.0,67299280679.563,0.605105682942437,79712.6,35830.0018310547
3061,,GHA,2020,,"27,6",2230.0,70043199813.6885,,79857.1,
3062,,GHA,2022,,"27,7",,,,,
3063,,GIN,2014,,"28,03",730.0,8778473614.54728,0.197646507417412,64250.0,22360.0006103516
3064,,GIN,2016,,"71,14",760.0,8595955581.21787,0.236359356184154,63490.0,25739.9997711182
3065,,GIN,2018,,"46,78",850.0,11857030336.5252,0.298689018057065,62690.0,26620.0008392334
3066,,GIN,2020,,"26,4",960.0,14177835816.2777,,61890.0,
3067,,GIN,2022,,"31,6",,,,,
3068,,GMB,2014,,"29,3",600.0,1229460601.92174,0.237549322745264,2770.72,2190.00005722046
3069,,GMB,2016,,"84,26",580.0,1484579844.37143,0.228723717869611,2656.0,2240.00000953674
3070,,GMB,2018,,"40,53",670.0,1670670668.5939,0.224956608701865,2541.4,2130.00011444092
3071,,GMB,2020,,"27,9",700.0,1812169483.72578,,2426.7,
3072,,GMB,2022,,"36,4",,,,,
3073,,GNB,2014,,"35,98",620.0,1054915645.19654,0.154877884946866,20306.54,2250.0
3074,,GNB,2016,,"43,28",640.0,1179004941.22904,0.168978585716941,20137.7,2390.00010490417
3075,,GNB,2018,,"41,94",700.0,1504630120.99275,0.166237648593054,19968.9,2539.99996185303
3076,,GNB,2020,,"29,1",740.0,1431758242.90375,,19800.1,
3077,,GNB,2022,,"40,2",,,,,
3078,,GNQ,2014,,"43,79",11460.0,21765454404.421,6.10724495875263,24985.78,16290.0009155273
3079,,GNQ,2016,,"69,59",7180.0,11240809132.4145,4.76079155482174,24818.6,13850.0003814697
3080,,GNQ,2018,,"64,51",5860.0,13097011143.2874,4.28069925746085,24651.4,12960.000038147
3081,,GNQ,2020,,"38,1",5100.0,10099158074.7273,,24484.2,
3082,,GNQ,2022,,"44,8",,,,,
3083,,GRC,2014,,"73,28",22010.0,235458133124.608,6.38517866075752,39018.03,90190.0024414063
3084,,GRC,2016,,"69,64",18640.0,193148146586.933,6.20361714727342,39018.0,87160.0036621094
3085,,GRC,2018,,"75,72",19080.0,212049447242.111,6.05801840018985,39018.0,84059.9975585938
3086,,GRC,2020,,"69,1",17960.0,188925995936.807,,39018.0,
3087,,GRC,2022,,"56,2",,,,,
3088,,GRD,2014,,"35,24",6940.0,911500000.0,2.11914691621741,177.0,2259.99999046326
3089,,GRD,2016,,"55,4",7670.0,1061640740.74074,2.33399464174927,177.0,2309.99994277954
3090,,GRD,2018,,"48,36",8740.0,1166511111.11111,2.62643832669153,177.0,2369.99988555908
3091,,GRD,2020,,"43,1",7880.0,1043414814.81481,,177.0,
3092,,GRD,2022,,"47,9",,,,,
3093,,GTM,2014,,"48,06",3550.0,57852399963.7878,0.911388462727746,36131.6,27930.0003051758
3094,,GTM,2016,,"48,2",3870.0,66053725049.0138,1.10502541881463,35742.0,32340.0001525879
3095,,GTM,2018,,"49,33",4400.0,73328024537.1848,1.12069833790549,35510.0,33759.9983215332
3096,,GTM,2020,,"31,8",4490.0,77625486978.2561,,35278.0,
3097,,GTM,2022,,28,,,,,
3098,,GUY,2014,,"38,07",5660.0,4127659492.02031,2.74258927431823,184730.5,4719.99979019165
3099,,GUY,2016,,"69,64",5690.0,4482697336.56174,3.26708271788806,184521.6,4869.99988555908
3100,,GUY,2018,,"43,42",6240.0,4787636237.24043,3.29720401440243,184337.5,5179.99982833862
3101,,GUY,2020,,"35,9",8190.0,5471256594.72422,,184153.4,
3102,,GUY,2022,,"38,5",,,,,
3103,,HND,2014,,"48,87",1970.0,19756494434.7031,1.03638909312744,64861.58,20680.0003051758
3104,,HND,2016,,"90,51",2080.0,21717622071.3816,1.00097267344983,64430.5,21149.9996185303
3105,,HND,2018,,"47,97",2280.0,24067778953.842,1.02625897371398,64011.6,22159.9998474121
3106,,HND,2020,,"37,8",2150.0,23827840809.7014,,63592.6,
3107,,HND,2022,,"36,5",,,,,
3108,,HRV,2014,,"39,72",13520.0,58423981441.1801,3.83164446942416,19216.0,22000.0
3109,,HRV,2016,,"86,98",12740.0,52397494687.4863,4.04374410495304,19241.202,22670.0000762939
3110,,HRV,2018,,"63,29",14440.0,62316840749.9705,4.01923466854666,19341.1,22209.9990844727
3111,,HRV,2020,,"63,1",14820.0,57472012426.6853,,19391.1,
3112,,HRV,2022,,"60,2",,,,,
3113,,HTI,2014,,"19,01",1440.0,15139264670.4225,0.290029327624286,3659.56,9729.99954223633
3114,,HTI,2016,,"84,6",1370.0,13987693738.923,0.313612773065574,3597.4,10369.9998855591
3115,,HTI,2018,,"30,59",1420.0,16455034352.7671,0.298753558536586,3535.2,10399.9996185303
3116,,HTI,2020,,27,1330.0,14508218017.4032,,3473.0,
3117,,HTI,2022,,"26,1",,,,,
3118,,HUN,2014,,"70,28",13560.0,141033843265.669,4.11798842991385,20579.34,55549.9992370605
3119,,HUN,2016,,"53,58",13100.0,128609822750.039,4.50885431998682,20587.3,58880.0010681152
3120,,HUN,2018,,"68,93",14980.0,160564628963.713,4.74652935890747,20559.2,61009.9983215332
3121,,HUN,2020,,"63,7",16030.0,157182045260.23,,20530.1,
3122,,HUN,2022,,"55,1",,,,,
3123,,IDN,2014,,"44,36",3600.0,890814755233.225,1.88857844527322,959541.6,844299.987792969
3124,,IDN,2016,,"63,97",3400.0,931877364177.742,1.84269495663602,952718.0,847580.017089844
3125,,IDN,2018,,"45,49",3850.0,1042271531011.99,2.16047032927399,933442.7,958080.017089844
3126,,IDN,2020,,"37,8",3900.0,1058688935454.78,,921332.0,
3127,,IDN,2022,,"28,2",,,,,
3128,,IND,2014,,"31,23",1550.0,2039127446299.3,1.64246765444748,705616.0,3044959.9609375
3129,,IND,2016,,"66,32",1660.0,2294797980509.01,1.63991513931259,710944.0,3106340.08789063
3130,,IND,2018,,"30,59",1980.0,2702929718960.46,1.7910328783681,716272.0,3388909.91210938
3131,,IND,2020,,"27,6",1890.0,2667687951796.5,,721600.0,
3132,,IND,2022,,"18,9",,,,,
3133,,IRL,2014,,"74,67",46480.0,259170903647.536,7.62816275260038,7478.12,61529.9987792969
3134,,IRL,2016,,"84,48",51790.0,299091127524.505,8.16346265716804,7623.5,66000.0
3135,,IRL,2018,,"76,83",59350.0,385736680797.118,7.73732378325387,7740.2,63700.0007629395
3136,,IRL,2020,,"72,8",65330.0,425852281928.121,,7820.2,
3137,,IRL,2022,,"57,4",,,,,
3138,,IRN,2014,,"51,08",6740.0,460382791826.34,7.57050172219933,106919.8,844130.004882813
3139,,IRN,2016,,"86,6",5470.0,457954614142.539,7.28889081505387,107020.8,880989.990234375
3140,,IRN,2018,,"55,62",4880.0,331682036227.963,7.44508460397157,107270.3,925520.01953125
3141,,IRN,2020,,48,3290.0,239735571102.495,,107518.7,
3142,,IRN,2022,,"34,5",,,,,
3143,,IRQ,2014,,"33,39",6320.0,228415656174.957,3.64769534672628,8250.0,241979.995727539
3144,,IRQ,2016,,"78,14",5050.0,166602488747.885,3.67538904400006,8250.0,276850.006103516
3145,,IRQ,2018,,"41,3",4780.0,227367469034.031,4.01939345457171,8250.0,303529.998779297
3146,,IRQ,2020,,"39,5",4720.0,184369797315.436,,8250.0,
3147,,IRQ,2022,,"27,8",,,,,
3148,,ISL,2014,,"76,5",48090.0,17867662177.8911,6.26172149180564,474.62,3259.99999046326
3149,,ISL,2016,,"65,85",54910.0,20793168030.9524,4.85930376381885,486.6,2839.99991416931
3150,,ISL,2018,,"74,49",67770.0,26264127686.6137,4.81967347473986,500.4,2910.00008583069
3151,,ISL,2020,,"72,3",62280.0,21694674809.9321,,513.5,
3152,,ISL,2022,,"62,8",,,,,
3153,,ISR,2014,,"65,78",36670.0,314330061977.263,7.87760035306828,1628.0,85290.0009155273
3154,,ISR,2016,,"77,02",36970.0,322102790386.835,7.60355761255951,1400.0,86949.9969482422
3155,,ISR,2018,,"70,44",41690.0,376691526553.276,6.87621041012459,1400.0,84769.9966430664
3156,,ISR,2020,,"65,8",43310.0,413267669231.522,,1400.0,
3157,,ISR,2022,,"48,2",,,,,
3158,,ITA,2014,,"74,36",34910.0,2162009615996.54,5.38747546025491,92432.72,402579.986572266
3159,,ITA,2016,,"80,59",31970.0,1877071687633.78,5.49816514509457,93508.9,409769.989013672
3160,,ITA,2018,,"75,17",33850.0,2091932426266.98,5.37687092998968,94585.1,398029.998779297
3161,,ITA,2020,,71,32410.0,1896755301518.14,,95661.3,
3162,,ITA,2022,,"57,7",,,,,
3163,,JAM,2014,,"58,26",5070.0,13899228824.2161,2.58211134007285,5736.58,8699.99980926514
3164,,JAM,2016,,"72,24",4770.0,14077109396.8584,2.70097180451722,5813.4,9090.00015258789
3165,,JAM,2018,,"55,84",5230.0,15730793852.7913,3.06205721768071,5891.2,10159.9998474121
3166,,JAM,2020,,"48,2",4900.0,13812425036.5864,,5968.9,
3167,,JAM,2022,,"45,6",,,,,
3168,,JOR,2014,,"55,78",4040.0,36847643587.2383,2.95101900098943,975.0,34490.0016784668
3169,,JOR,2016,,"62,49",3830.0,39892551148.8301,2.49080346525,975.0,35259.9983215332
3170,,JOR,2018,,"58,95",4090.0,43370860549.1337,2.36905549800552,975.0,36209.9990844727
3171,,JOR,2020,,"53,4",4070.0,44182298291.8206,,975.0,
3172,,JOR,2022,,"43,6",,,,,
3173,,JPN,2014,,"72,35",44440.0,4896994405353.29,9.56283977432658,249484.0,1305829.95605469
3174,,JPN,2016,,"73,29",38460.0,5003677627544.24,9.18969781125075,249400.0,1261869.99511719
3175,,JPN,2018,,"76,81",41770.0,5037835383110.97,8.80168143468674,249350.0,1204369.99511719
3176,,JPN,2020,,"75,1",40810.0,5040107754084.11,,249350.0,
3177,,JPN,2022,,"57,2",,,,,
3178,,KAZ,2014,,"51,07",12080.0,221415572819.5,12.1024147697437,32632.009,268829.986572266
3179,,KAZ,2016,,"60,48",8770.0,137278320084.171,11.3605355213572,33377.1,259510.009765625
3180,,KAZ,2018,,"56,38",8070.0,179339994859.384,11.8513158956408,33962.012,278540.008544922
3181,,KAZ,2020,,"44,7",8710.0,171082379532.988,,34546.8,
3182,,KAZ,2022,,"40,9",,,,,
3183,,KEN,2014,,"36,99",1260.0,68285768554.472,0.330556050460578,35411.96,63700.0007629395
3184,,KEN,2016,,"64,41",1500.0,74815121314.9381,0.399000569590554,35519.7,71639.9993896484
3185,,KEN,2018,,"46,99",1730.0,92202956320.532,0.350126986017145,36110.9,68699.9969482422
3186,,KEN,2020,,"34,7",1900.0,100666542665.72,,36110.9,
3187,,KEN,2022,,"30,8",,,,,
3188,,KGZ,2014,,"40,63",1250.0,7468096566.71158,1.66395339527838,12473.84,16129.9991607666
3189,,KGZ,2016,,"85,71",1110.0,6813092065.83507,1.59552591648411,12562.4,16190.0005340576
3190,,KGZ,2018,,"54,38",1220.0,8271108638.39931,1.77927500474473,12789.0,18059.9994659424
3191,,KGZ,2020,,"39,8",1180.0,7780874536.66054,,13153.8,
3192,,KGZ,2022,,"35,7",,,,,
3193,,KHM,2014,,"36,68",1020.0,16702610842.4025,0.456911670771211,91953.02,29450.0007629395
3194,,KHM,2016,,"85,06",1160.0,20016747754.0192,0.708498843541959,86911.3,34159.9998474121
3195,,KHM,2018,,"48,32",1420.0,24571753583.4922,0.909814875991614,83797.5,38729.9995422363
3196,,KHM,2020,,"33,6",1530.0,25872798012.1938,,80683.7,
3197,,KHM,2022,,"30,1",,,,,
3198,,KIR,2014,,"55,82",3050.0,177862267.892555,0.521807180579167,11.8,90.0000035762787
3199,,KIR,2016,,"73,13",2660.0,178509812.667261,0.590652504771824,11.8,100.000001490116
3200,,KIR,2018,,"43,03",3000.0,196230573.819486,0.736130111615959,11.8,119.999997317791
3201,,KIR,2020,,"37,7",2740.0,180911843.644622,,11.8,
3202,,KIR,2022,,49,,,,,
3203,,KOR,2014,,"37,35",28160.0,1484318219633.63,11.5887437408533,63470.0,662919.982910156
3204,,KOR,2016,,"60,63",29330.0,1500111596236.37,12.0247251699338,63250.0,694679.992675781
3205,,KOR,2018,,"65,81",32750.0,1724845615629.26,12.2252458192145,63070.0,715500.0
3206,,KOR,2020,,"66,5",33040.0,1644312831906.17,,62870.0,
3207,,KOR,2022,,"46,9",,,,,
3208,,KWT,2014,,"63,94",50050.0,162631412508.784,22.7483952757201,62.5,121110.000610352
3209,,KWT,2016,,"50,29",34540.0,109419728566.7,22.6156325896709,62.5,131720.001220703
3210,,KWT,2018,,"48,87",32300.0,138182400493.585,21.1688865289878,62.5,133839.996337891
3211,,KWT,2020,,"53,6",,105960225688.145,,62.5,
3212,,KWT,2022,,"42,4",,,,,
3213,,LAO,2014,,"40,37",1810.0,13279248478.8161,0.648588505964158,168025.0,14399.9996185303
3214,,LAO,2016,,"69,14",2110.0,15912495368.8717,2.27821402083523,167335.0,26549.9992370605
3215,,LAO,2018,,"37,22",2470.0,18141651381.3884,2.72483944564601,166645.0,29899.9996185303
3216,,LAO,2020,,"34,8",2470.0,18981800705.0794,,165955.0,
3217,,LAO,2022,,"30,7",,,,,
3218,,LBN,2014,,"50,15",7520.0,48095213746.4677,4.00838838854023,1397.34,30739.9997711182
3219,,LBN,2016,,"43,42",7750.0,51147308773.9304,4.44347218866373,1409.3,34049.9992370605
3220,,LBN,2018,,"59,13",8760.0,54901519155.6219,4.66992988980668,1421.3,34680.0003051758
3221,,LBN,2020,,"45,4",6400.0,31712128253.7961,,1433.3,
3222,,LBN,2022,,"32,2",,,,,
3223,,LBR,2014,,"23,95",630.0,3225652000.0,0.269947463934407,77990.0,2049.99995231628
3224,,LBR,2016,,"85,49",620.0,3398419600.0,0.2996113268854,77384.8,2309.99994277954
3225,,LBR,2018,,"30,35",620.0,3422754800.0,0.231112626343778,76779.6,2069.9999332428
3226,,LBR,2020,,"22,6",600.0,3039982500.0,,76174.4,
3227,,LBR,2022,,"24,9",,,,,
3228,,LCA,2014,,"69,13",8990.0,1749289302.71075,2.91755331950789,207.7,829.999983310699
3229,,LCA,2016,,"78,67",9610.0,1865459670.06646,2.89094335714067,207.7,839.999973773956
3230,,LCA,2018,,"54,38",10980.0,2057067919.33041,2.9794026094496,207.7,870.000004768372
3231,,LCA,2020,,"43,1",8590.0,1516015718.73491,,207.7,
3232,,LCA,2022,,"49,4",,,,,
3233,,LKA,2014,,"87,67",3810.0,82528526229.5245,0.847049782532953,21237.8,29379.9991607666
3234,,LKA,2016,,"86,93",4020.0,88012262256.8633,1.03428761520425,21256.6,33869.9989318848
3235,,LKA,2018,,"53,6",4360.0,94493847351.6433,1.00092295957811,21193.4,33689.998626709
3236,,LKA,2020,,39,3930.0,85349112170.9594,,21130.2,
3237,,LKA,2022,,"34,7",,,,,
3238,,LSO,2014,,"20,81",1320.0,2441053175.70743,0.291135827892489,345.2,2299.99995231628
3239,,LSO,2016,,"63,29",1230.0,2114428033.39316,0.321847571877339,345.2,2359.99989509583
3240,,LSO,2018,,"30,98",1180.0,2553495915.79202,0.332117549169768,345.2,2529.99997138977
3241,,LSO,2020,,28,1150.0,2231214507.47611,,345.2,
3242,,LSO,2022,,"32,3",,,,,
3243,,LTU,2014,,"42,72",16070.0,48533659592.1728,3.70349265855099,21836.0,18610.0006103516
3244,,LTU,2016,,"86,58",14890.0,43047309305.7363,3.90484581237184,21900.0,18899.9996185303
3245,,LTU,2018,,"51,54",17470.0,53751411409.4447,4.15842256161348,21980.0,18909.9998474121
3246,,LTU,2020,,"62,9",19680.0,56846622904.4391,,22010.0,
3247,,LTU,2022,,"55,9",,,,,
3248,,LUX,2014,,"61,26",86760.0,68804811897.6445,17.3461622172356,887.0,10640.0003433228
3249,,LUX,2016,,"78,02",73730.0,62216885435.9488,15.205820446707,887.0,9850.00038146973
3250,,LUX,2018,,"75,23",79770.0,71000359760.4611,15.3302075743469,887.0,10310.0004196167
3251,,LUX,2020,,"82,3",79580.0,73992591285.3029,,887.0,
3252,,LUX,2022,,"72,3",,,,,
3253,,LVA,2014,,"64,05",15340.0,31386896487.0407,3.65135215876578,33875.76,11520.0004577637
3254,,LVA,2016,,"47,17",14800.0,28083597512.4841,3.64882117325033,33953.1,11399.9996185303
3255,,LVA,2018,,"73,68",16560.0,34429023435.0211,4.04218817909178,34030.5,11880.0001144409
3256,,LVA,2020,,"61,6",18240.0,34601740323.3386,,34107.9,
3257,,LVA,2022,,"61,1",,,,,
3258,,MAR,2014,,"29,97",3470.0,119131365761.393,1.71364649900345,56826.66,79239.9978637695
3259,,MAR,2016,,"48,98",3140.0,111572673973.999,1.71816293331272,56997.9,80260.0021362305
3260,,MAR,2018,,"50,61",3380.0,127341174715.803,1.80808514913468,57215.9,86809.9975585938
3261,,MAR,2020,,"42,3",3250.0,121348138320.276,,57424.9,
3262,,MAR,2022,,"28,4",,,,,
3263,,MDA,2014,,"44,67",3740.0,9510198961.57287,2.69786534053008,3840.2,12310.0004196167
3264,,MDA,2016,,"78,89",3180.0,8071469355.2527,2.90383882600825,3865.0,12760.0002288818
3265,,MDA,2018,,"52,83",3920.0,11457443185.0542,3.15454731760161,3865.0,13279.9997329712
3266,,MDA,2020,,"44,4",4490.0,11859730543.5525,,3865.0,
3267,,MDA,2022,,"42,7",,,,,
3268,,MDG,2014,,"83,29",500.0,12522957228.1764,0.124298107599019,125091.08,28270.0004577637
3269,,MDG,2016,,"37,1",450.0,11848613735.1933,0.12469639337481,124826.8,29559.9994659424
3270,,MDG,2018,,"75,62",490.0,13760033096.5211,0.12478329720885,124562.4,28950.0007629395
3271,,MDG,2020,,"26,5",460.0,13051441059.3338,,124298.1,
3272,,MDG,2022,,28,,,,,
3273,,MDV,2014,,"40,06",7640.0,3697351596.83753,3.28743720219507,8.2,1629.99999523163
3274,,MDV,2016,,"57,1",8450.0,4379136461.83077,3.87450135709531,8.2,2099.99990463257
3275,,MDV,2018,,"57,02",9700.0,5300962659.51088,4.28783175493319,8.2,2539.99996185303
3276,,MDV,2020,,"35,6",6780.0,3746321936.37729,,8.2,
3277,,MDV,2022,,"37,4",,,,,
3278,,MEX,2014,,"55,03",10640.0,1315351183524.54,3.89235432374291,664533.9,649409.973144531
3279,,MEX,2016,,"76,69",9530.0,1078490651625.31,3.89493936567116,662031.5,674000.0
3280,,MEX,2018,,"46,65",9350.0,1222408203104.3,3.6493501909776,659476.1,654250.0
3281,,MEX,2020,,"52,6",8750.0,1090515389749.41,,656920.8,
3282,,MEX,2022,,"45,5",,,,,
3283,,MHL,2014,,"67,42",4500.0,185172900.0,2.97506904064864,94.0,189.999997615814
3284,,MHL,2016,,"46,31",5040.0,200716000.0,3.72447199719748,94.0,219.999998807907
3285,,MHL,2018,,"48,57",6010.0,219330300.0,3.91397958539122,94.0,230.000004172325
3286,,MHL,2020,,"30,8",6690.0,241722400.0,,94.0,
3287,,MHL,2022,,"36,2",,,,,
3288,,MKD,2014,,"47,75",5220.0,11362272837.8818,3.72435686365862,9876.06,10670.0000762939
3289,,MKD,2016,,"51,42",5000.0,10672471860.7184,3.52233313103313,10016.7,10359.9996566772
3290,,MKD,2018,,"56,82",5500.0,12683070061.4695,3.51601021990228,10014.9,10359.9996566772
3291,,MKD,2020,,"55,4",5730.0,12363580534.6811,,10014.9,
3292,,MKD,2022,,"54,3",,,,,
3293,,MLI,2014,,"59,31",780.0,14364937996.8661,0.192572694448615,132960.0,34150.0015258789
3294,,MLI,2016,,"41,48",750.0,14026048690.7312,0.249731208812076,132960.0,39990.0016784668
3295,,MLI,2018,,"47,2",800.0,17070866299.0945,0.274401425632929,132960.0,42310.001373291
3296,,MLI,2020,,"29,4",790.0,17465392915.9153,,132960.0,
3297,,MLI,2022,,"28,5",,,,,
3298,,MLT,2014,,"18,43",24560.0,11626278729.9057,5.43080531274497,3.5,2859.99989509583
3299,,MLT,2016,,"88,48",23440.0,11668253265.4417,2.96471337556079,3.8,1879.99999523163
3300,,MLT,2018,,"42,93",27950.0,15298771846.9532,3.19831614286421,4.6,2039.99996185303
3301,,MLT,2020,,"70,7",26440.0,14933066818.9606,,4.6,
3302,,MLT,2022,,"75,2",,,,,
3303,,MMR,2014,,"43,71",1240.0,63264892768.3726,0.33364378616143,302821.52,102260.00213623
3304,,MMR,2016,,"50,21",1230.0,60291736893.9397,0.421256717639658,297027.3,110089.996337891
3305,,MMR,2018,,"44,85",1250.0,67144725830.5753,0.625450762738737,291233.1,128139.999389648
3306,,MMR,2020,,"25,1",1370.0,78930257227.0908,,285438.9,
3307,,MMR,2022,,"19,4",,,,,
3308,,MNE,2014,,"51,89",7320.0,4594024179.62003,3.57022246121843,8270.0,3509.99999046326
3309,,MNE,2016,,"41,82",7090.0,4377033429.26721,3.45490877493348,8270.0,3400.00009536743
3310,,MNE,2018,,"54,27",8450.0,5506766650.92111,4.01782629169097,8270.0,3740.00000953674
3311,,MNE,2020,,"46,3",7900.0,4769860740.74074,,8270.0,
3312,,MNE,2022,,"46,9",,,,,
3313,,MNG,2014,,"55,52",4270.0,12226514722.0861,6.24219969293112,141794.44,43919.9981689453
3314,,MNG,2016,,"74,18",3520.0,11181350461.4723,5.99758052793031,141772.2,47860.0006103516
3315,,MNG,2018,,"52,26",3700.0,13178094459.4548,6.81101786859081,141750.0,52639.9993896484
3316,,MNG,2020,,"32,2",3720.0,13312981594.573,,141727.8,
3317,,MNG,2022,,"29,6",,,,,
3318,,MOZ,2014,,"27,44",690.0,17716084107.5888,0.186645239083881,381464.28,31680.0003051758
3319,,MOZ,2016,,"70,84",540.0,11936999283.1791,0.262849170463869,376282.9,32150.0015258789
3320,,MOZ,2018,,"57,06",460.0,14845402473.5521,0.236202712955279,372241.68,36119.9989318848
3321,,MOZ,2020,,"33,9",470.0,14028811071.7628,,367437.6,
3322,,MOZ,2022,,"31,7",,,,,
3323,,MRT,2014,,"27,19",1790.0,6592537781.81518,0.754584646796484,3454.8,12199.9998092651
3324,,MRT,2016,,"70,85",1560.0,6398738829.24531,0.804562806607104,3346.0,13189.9995803833
3325,,MRT,2018,,"76,29",1710.0,7473550557.07378,0.864024560124977,3237.0,13789.999961853
3326,,MRT,2020,,"27,7",1790.0,8405491201.74674,,3128.0,
3327,,MRT,2022,,"28,1",,,,,
3328,,MUS,2014,,"58,09",10220.0,13074137210.3352,3.13259857191869,383.18,6329.99992370605
3329,,MUS,2016,,"73,59",10050.0,12594149440.5195,3.19753565121932,382.9,6530.00020980835
3330,,MUS,2018,,"38,65",11510.0,14735695930.9727,3.26404040331914,386.9,6739.99977111816
3331,,MUS,2020,,"45,1",9940.0,11401050654.5624,,387.7,
3332,,MUS,2022,,"44,8",,,,,
3333,,MWI,2014,,"50,41",370.0,6047813437.31804,0.0515840379717896,24937.0,7670.00007629395
3334,,MWI,2016,,"49,69",340.0,5433040159.88747,0.0643470182263141,24097.0,8420.00007629395
3335,,MWI,2018,,"42,16",430.0,9880675785.93057,0.075131140329652,23257.0,10390.0003433228
3336,,MWI,2020,,"38,3",580.0,12182348212.7073,,22417.0,
3337,,MWI,2022,,"40,6",,,,,
3338,,MYS,2014,,"26,7",10870.0,338061963396.376,7.73202786694416,193609.06,292799.987792969
3339,,MYS,2016,,"74,23",9880.0,301255454041.415,7.48451684913481,193146.4,293679.992675781
3340,,MYS,2018,,"46,53",10370.0,358791603677.728,7.54368836453478,192143.4,302600.006103516
3341,,MYS,2020,,"47,9",10320.0,337337932675.152,,191140.4,
3342,,MYS,2022,,35,,,,,
3343,,NAM,2014,,37,5870.0,12435416063.4689,1.76103356515834,70649.58,11619.9998855591
3344,,NAM,2016,,"82,03",4810.0,10721994676.2429,1.77760413163435,69229.4,12300.0001907349
3345,,NAM,2018,,"45,15",5000.0,13682062250.8152,1.75833860657839,67809.2,11609.9996566772
3346,,NAM,2020,,"40,2",4650.0,10581585630.0773,,66389.0,
3347,,NAM,2022,,"50,9",,,,,
3348,,NER,2014,,"39,2",580.0,10862944203.5591,0.110984851413355,11542.2,34639.9993896484
3349,,NER,2016,,"86,9",520.0,10398862244.9737,0.100852012908094,11293.8,37540.0009155273
3350,,NER,2018,,"50,31",570.0,12808660528.0617,0.0863708658445985,11045.4,40819.9996948242
3351,,NER,2020,,"30,8",550.0,13744174689.9681,,10797.0,
3352,,NER,2022,,"37,7",,,,,
3353,,NGA,2014,,"78,04",2970.0,574183825592.358,0.640152925306798,226067.56,285160.003662109
3354,,NGA,2016,,"60,13",2440.0,404649048648.026,0.587437349214394,222801.479,289540.008544922
3355,,NGA,2018,,"42,37",1980.0,421739210176.152,0.553915600821771,219535.5,299619.995117188
3356,,NGA,2020,,31,2020.0,432198936002.177,,216269.5,
3357,,NGA,2022,,"28,3",,,,,
3358,,NIC,2014,,"36,28",1810.0,11880434070.7811,0.766669130243201,39636.54,17280.0006866455
3359,,NIC,2016,,"58,27",1930.0,13286083644.8761,0.842041357758937,38075.3,18420.0000762939
