,country,code,year,hdi,epi,gni_per_capita,gdp_per_capita,co2_emission_per_capita,forest_area,ghg_emission
252,Equatorial Guinea,GNQ,2000,0.31,..,680.0,1045998496.43872,3.24098473379398,26155.8,6860.0001335144
253,Equatorial Guinea,GNQ,2005,0.33,..,3370.0,8217369092.65224,9.62154450638031,25737.95,16100.0003814697
254,Equatorial Guinea,GNQ,2007,0.36,..,10040.0,13071718758.7373,9.00071032030833,25570.81,16180.0003051758
255,Equatorial Guinea,GNQ,2010,0.37,..,8600.0,16314442183.3477,9.09070957719076,25320.1,16549.9992370605
256,Equatorial Guinea,GNQ,2015,0.4,,9410.0,13185496836.4124,4.87760346470299,24902.2,14270.0004577637
257,Eritrea,ERI,2000,0.18,"34,8",290.0,706370815.584416,0.267460131724115,11184.6,5550.00019073486
258,Eritrea,ERI,2005,0.2,"37,2",390.0,1098425900.74116,0.211884466412026,11026.6,5400.00009536743
259,Eritrea,ERI,2007,0.22,"37,5",430.0,1317974491.05691,0.174289374520963,10963.4,5489.99977111816
260,Eritrea,ERI,2010,0.23,"38,4",520.0,1589515447.15447,0.158844779105685,10868.6,5389.9998664856
261,Eritrea,ERI,2015,0.26,,,,0.194610421705273,10710.6,5929.99982833862
262,Estonia,EST,2000,0.56,"55,6",4170.0,5686579747.53524,10.6801433086254,22388.9,17680.0003051758
263,Estonia,EST,2005,0.63,"56,0",9730.0,14106790200.2239,12.7179786623139,22874.55,19950.0007629395
264,Estonia,EST,2007,0.65,"56,4",13430.0,22449129482.617,14.9028847616406,23068.81,22770.0004577637
265,Estonia,EST,2010,0.65,"56,1",14580.0,19523477325.6235,14.2698886573161,23360.2,21780.0006866455
266,Estonia,EST,2015,0.73,,18570.0,22890762090.1508,11.8138340162801,24210.1,18360.0006103516
267,Eswatini,SWZ,2000,0.28,,1630.0,1738100853.05052,0.669580473868894,4732.8,2369.99988555908
268,Swaziland,SWZ,2000,,..,1630.0,1738100853.05052,0.669580473868894,4732.8,2369.99988555908
269,Eswatini,SWZ,2005,0.26,,2970.0,3178126491.90949,0.615737145765542,4793.55,2430.0000667572
270,Swaziland,SWZ,2005,,..,2970.0,3178126491.90949,0.615737145765542,4793.55,2430.0000667572
271,Eswatini,SWZ,2007,0.28,,3350.0,3469363996.36642,0.608851619384768,4817.85,2380.00011444092
272,Swaziland,SWZ,2007,,..,3350.0,3469363996.36642,0.608851619384768,4817.85,2380.00011444092
273,Eswatini,SWZ,2010,0.28,,3350.0,4438778424.30203,0.590952047565407,4854.3,2329.99992370605
274,Swaziland,SWZ,2010,,..,3350.0,4438778424.30203,0.590952047565407,4854.3,2329.99992370605
275,Eswatini,SWZ,2015,0.3,,3700.0,4063245671.29285,0.679050652705721,4915.0,2460.00003814697
276,Ethiopia,ETH,2000,0.15,"51,6",120.0,8242392103.68061,0.0531090682585344,185285.0,72739.9978637695
277,Ethiopia,ETH,2005,0.18,"53,5",160.0,12401139453.9738,0.0651865767642889,181635.0,89440.0024414063
278,Ethiopia,ETH,2007,0.19,"52,7",220.0,19707616772.7996,0.0726863089806797,180175.0,104239.99786377
279,Ethiopia,ETH,2010,0.22,"52,7",370.0,29933790334.3418,0.0725029129216304,177985.0,117500.0
280,Ethiopia,ETH,2015,0.26,,590.0,64589334978.8013,0.125790592077201,174335.0,136860.000610352
281,Finland,FIN,2000,0.77,"62,2",26480.0,126019543413.334,10.6448561099446,224456.4,68860.0006103516
282,Finland,FIN,2005,0.8,"63,0",40230.0,204885494686.381,10.5716706450802,223438.2,68919.9981689453
283,Finland,FIN,2007,0.81,"63,7",46190.0,256378067752.158,12.3092163083168,223030.92,78470.0012207031
284,Finland,FIN,2010,0.82,"64,4",49750.0,249424310816.667,11.6587534771719,222420.0,74800.0030517578
285,Finland,FIN,2015,0.84,,47180.0,234534382384.766,7.81453735635845,224090.0,54349.9984741211
286,France,FRA,2000,0.72,"62,3",24990.0,1365639660792.16,6.12461463449353,152880.0,506029.998779297
287,France,FRA,2005,0.74,"67,9",35920.0,2196945232435.8,6.02420750933948,158535.0,509040.008544922
288,France,FRA,2007,0.77,"68,6",40160.0,2660591246211.77,5.66729369701834,160797.0,492480.010986328
289,France,FRA,2010,0.79,"69,0",43970.0,2645187882116.67,5.34794592819296,164190.0,472619.995117188
290,France,FRA,2015,0.82,,41130.0,2439188643162.5,4.67780722830743,168360.0,433220.001220703
291,Gabon,GAB,2000,0.34,"50,0",2990.0,5080483463.99928,4.77636328642075,237000.0,13880.0001144409
292,Gabon,GAB,2005,0.36,"56,3",5260.0,9582783318.3881,4.15537249402548,236747.05,13869.9998855591
293,Gabon,GAB,2007,0.38,"55,6",6260.0,12455410055.7483,3.18756157815298,236645.87,11989.9997711182
294,Gabon,GAB,2010,0.38,"57,9",7450.0,14372591916.4792,3.36624592230275,236494.1,13260.0002288818
295,Gabon,GAB,2015,0.4,,7660.0,14383107714.0388,3.01698230064578,235900.0,13899.9996185303
296,Gambia,GMB,2000,0.19,..,570.0,782915402.421095,0.166951992258993,3573.3,2289.99996185303
297,Gambia,GMB,2005,0.2,..,480.0,1027702254.38664,0.198751128131247,3286.65,1529.99997138977
298,Gambia,GMB,2007,0.21,..,650.0,1279704744.82781,0.232310015124924,3171.99,1669.99995708466
299,Gambia,GMB,2010,0.24,..,820.0,1543292392.54605,0.227123148554446,3000.0,2210.00003814697
300,Gambia,GMB,2015,0.25,,580.0,1378176868.31568,0.235228000916844,2713.4,2349.99990463257
301,Georgia,GEO,2000,0.48,"53,6",790.0,3057475335.18846,1.16994033304301,27606.0,14250.0
302,Georgia,GEO,2005,0.5,"56,2",1520.0,6410823633.25426,1.08649159573546,27915.0,12380.0001144409
303,Georgia,GEO,2007,0.52,"56,6",2380.0,10172882370.5477,1.45848955261441,28038.6,13510.0002288818
304,Georgia,GEO,2010,0.52,"56,8",3210.0,12243505582.6741,1.40491911063906,28224.0,13060.0004196167
305,Georgia,GEO,2015,0.58,,4410.0,14953950557.4406,2.46961562291362,28224.0,17149.9996185303
306,Germany,DEU,2000,0.68,"66,8",26180.0,1947981991011.77,10.0993160227641,113540.0,957530.029296875
307,Germany,DEU,2005,0.7,"66,5",35770.0,2846864211175.1,9.7294243784419,113815.0,922929.992675781
308,Germany,DEU,2007,0.71,"66,6",40470.0,3425578382921.58,9.52758665221032,113925.0,903289.978027344
309,Germany,DEU,2010,0.74,"66,9",44680.0,3399667820000.01,9.4533997219536,114090.0,880159.973144531
310,Germany,DEU,2015,0.8,,45780.0,3357585719351.56,9.08729090938286,114190.0,843880.004882813
311,Ghana,GHA,2000,0.25,"45,0",330.0,4983024408.14828,0.291881692112411,88486.1,17629.9991607666
312,Ghana,GHA,2005,0.27,"46,7",450.0,10744675209.8984,0.312931292860665,83957.7,19760.0002288818
313,Ghana,GHA,2007,0.27,"45,8",770.0,24827844949.6033,0.384675079700252,82146.34,21180.0003051758
314,Ghana,GHA,2010,0.29,"47,5",1200.0,32197272797.2028,0.437541447879967,79429.3,23950.0007629395
315,Ghana,GHA,2015,0.33,,1870.0,49406568432.6711,0.546570367280787,78804.4,31610.0006103516
316,Greece,GRC,2000,0.58,"55,8",,130457756628.436,8.74159526062281,36002.296,117809.997558594
317,Greece,GRC,2005,0.66,"58,8",,247875422204.414,9.27888262301796,37510.163,123839.996337891
318,Greece,GRC,2007,0.71,"58,9",26370.0,318902829550.733,9.44112345286032,38113.31,125639.999389648
319,Greece,GRC,2010,0.76,"60,0",27610.0,297124961971.501,7.87494977728448,39018.03,108250.0
320,Greece,GRC,2015,0.75,,20190.0,195683527003.375,6.28506953972522,39018.03,88449.9969482422
321,Guatemala,GTM,2000,0.34,"47,5",1670.0,19288827158.9035,0.812786389641685,42092.0,18649.9996185303
322,Guatemala,GTM,2005,0.36,"51,8",2000.0,26783543667.064,0.890464914829786,39659.0,22549.9992370605
323,Guatemala,GTM,2007,0.39,"51,9",2370.0,33567868322.6252,0.920826904604491,38685.8,24049.9992370605
324,Guatemala,GTM,2010,0.4,"51,9",2730.0,40676432028.5934,0.802261619093273,37226.0,24319.9996948242
325,Guatemala,GTM,2015,0.41,,3700.0,62186186575.7433,1.04962808238077,35858.0,30790.0009155273
326,Guinea,GIN,2000,0.15,..,400.0,2995361140.63217,0.178722070028585,69290.0,11470.0002670288
327,Guinea,GIN,2005,0.17,..,360.0,2937071767.25576,0.20021632584838,67490.0,15149.9996185303
328,Guinea,GIN,2007,0.19,..,460.0,6281917655.90249,0.207393213871368,66770.0,15850.0003814697
329,Guinea,GIN,2010,0.18,..,690.0,6853467857.61127,0.243410204223109,65690.0,19229.9995422363
330,Guinea,GIN,2015,0.19,,750.0,8794202443.67366,0.218475864338961,63890.0,22850.0003814697
331,Guinea-Bissau,GNB,2000,0.16,..,200.0,371095510.047761,0.121867101488485,21488.8,1539.99996185303
332,Guinea-Bissau,GNB,2005,0.18,..,420.0,587029054.444652,0.152205562637657,21066.55,1779.99997138977
333,Guinea-Bissau,GNB,2007,0.2,..,450.0,696910810.918663,0.15855814407856,20897.65,1980.00001907349
334,Guinea-Bissau,GNB,2010,0.21,..,570.0,849878424.225986,0.153137399111536,20644.3,2109.99989509583
335,Guinea-Bissau,GNB,2015,0.23,,620.0,1048229629.42039,0.156519105220579,20222.1,2380.00011444092
336,Guyana,GUY,2000,0.42,..,870.0,712667896.727512,2.18694132541819,185642.2,3630.00011444092
337,Guyana,GUY,2005,0.44,..,1070.0,824880550.343965,1.94811436888794,185420.15,3450.00004768372
338,Guyana,GUY,2007,0.45,..,2250.0,2730971150.01134,2.12816301768901,185331.33,3579.99992370605
339,Guyana,GUY,2010,0.39,..,4520.0,3432913073.24154,2.35315508691065,185198.1,3990.00000953674
340,Guyana,GUY,2015,0.39,,5560.0,4279840193.7046,2.75485367316845,184613.6,4849.99990463257
341,Haiti,HTI,2000,0.23,"39,2",550.0,6813577558.17628,0.175832588237757,3806.5,7320.00017166138
342,Haiti,HTI,2005,0.23,"40,3",700.0,7184064657.2953,0.186569216923333,3795.15,7820.00017166138
343,Haiti,HTI,2007,0.23,"41,0",910.0,9522763153.81366,0.217602994930198,3790.61,8310.0004196167
344,Haiti,HTI,2010,0.23,"41,2",1140.0,11859315078.7902,0.249926854553441,3783.8,8939.9995803833
345,Haiti,HTI,2015,0.25,,1430.0,14833154471.7456,0.310495590857473,3628.5,10090.0001525879
346,Honduras,HND,2000,0.35,"49,3",1010.0,7186650135.43927,0.749617867645126,67782.7,12539.999961853
347,Honduras,HND,2005,0.39,"49,7",1270.0,9757034456.7578,0.921395422368818,66768.7,16399.9996185303
348,Honduras,HND,2007,0.41,"51,6",1470.0,12361257680.5627,1.07767567840606,66363.1,18090.0001525879
349,Honduras,HND,2010,0.42,"52,5",1710.0,15839344591.9842,0.967940499016591,65754.7,18299.9992370605
350,Honduras,HND,2015,0.43,,2020.0,20979767785.2104,1.06837322753345,64638.3,21229.9995422363
351,Hong Kong,HKG,2000,0.59,..,26930.0,171668164082.555,,,
352,Hong Kong,HKG,2005,0.66,..,28890.0,181570082162.19,,,
353,Hong Kong,HKG,2007,0.67,..,32070.0,211597405593.868,,,
354,Hong Kong,HKG,2010,0.74,..,33620.0,228637697575.04,,,
355,Hong Kong,HKG,2015,0.8,,41180.0,309383627028.561,,,
356,Hungary,HUN,2000,0.52,"52,4",4620.0,47218405892.4258,5.35012781840238,19211.7,70919.9981689453
357,Hungary,HUN,2005,0.58,"56,5",10380.0,113211158292.936,5.54373330289289,19837.8,72389.9993896484
358,Hungary,HUN,2007,0.6,"56,8",11770.0,140186716681.425,5.35512893819486,20088.24,69500.0
359,Hungary,HUN,2010,0.6,"57,1",13260.0,132175349953.713,4.7879890944366,20463.9,62250.0
360,Hungary,HUN,2015,0.62,,13230.0,125174166987.372,4.40718050056499,20608.2,58479.9995422363
361,Iceland,ISL,2000,0.71,"63,9",31540.0,9025660361.75842,7.93015771412315,298.3,3380.00011444092
362,Iceland,ISL,2005,0.79,"64,8",50520.0,16852963067.0496,7.71734941682797,372.5,3309.99994277954
363,Iceland,ISL,2007,0.81,"64,7",61880.0,21652505596.7528,7.63883130521597,402.18,3789.99996185303
364,Iceland,ISL,2010,0.83,"66,3",36270.0,13751161917.7398,6.16272756703372,446.7,3230.00001907349
365,Iceland,ISL,2015,0.9,,49940.0,17517210519.0912,6.22704515448072,481.6,3309.99994277954
366,India,IND,2000,0.27,"35,3",440.0,468394937262.37,0.885079459181967,675910.0,1697229.98046875
367,India,IND,2005,0.29,"35,7",700.0,820381595512.902,0.98426456510395,685435.0,1940030.02929688
368,India,IND,2007,0.31,"36,3",910.0,1216735441524.86,1.12360191111846,689245.0,2180790.0390625
369,India,IND,2010,0.33,"36,2",1210.0,1675615335600.56,1.3380314013228,694960.0,2533989.99023438
370,India,IND,2015,0.38,,1590.0,2103587813812.75,1.63132108294725,708280.0,3064540.0390625
371,Indonesia,IDN,2000,0.38,"47,5",570.0,165021012077.81,1.31100493323238,1012800.0,666469.970703125
372,Indonesia,IDN,2005,0.41,"49,8",1210.0,285868618224.017,1.49537719264076,1004696.0,705580.017089844
373,Indonesia,IDN,2007,0.43,"51,3",1580.0,432216737774.861,1.61782661822542,1001454.4,738270.01953125
374,Indonesia,IDN,2010,0.45,"52,3",2510.0,755094160363.071,1.70283790580419,996592.0,768880.004882813
375,Indonesia,IDN,2015,0.47,,3420.0,860854235065.079,1.88562381069922,950279.0,849510.009765625
376,Iran,IRN,2000,0.39,"40,6",1770.0,109591707802.216,5.19419032444016,93256.6,527419.982910156
377,Iran,IRN,2005,0.42,"43,0",2940.0,226452138291.542,6.42310269331057,100088.2,668609.985351563
378,Iran,IRN,2007,0.42,"42,9",4220.0,349881601458.56,7.10929414073047,102820.84,747390.014648438
379,Iran,IRN,2010,0.44,"42,7",6110.0,486807615326.147,7.17981033224526,106919.8,781820.007324219
380,Iran,IRN,2015,0.51,,5480.0,408212918053.939,7.32575903793166,106919.8,844140.014648438
381,Iraq,IRQ,2000,0.27,"25,6",1520.0,48364250943.9051,3.55802124483401,8180.0,160809.997558594
382,Iraq,IRQ,2005,0.28,"25,9",1340.0,49954890353.2609,2.96633801234294,8215.0,145789.993286133
383,Iraq,IRQ,2007,0.33,"25,6",2330.0,88837055195.2619,2.67437646036143,8229.0,142990.005493164
384,Iraq,IRQ,2010,0.35,"25,3",4350.0,138516722649.573,3.47194745066974,8250.0,188669.998168945
385,Iraq,IRQ,2015,0.35,,5460.0,166774109673.732,3.52695210840058,8250.0,253929.992675781
386,Ireland,IRL,2000,0.65,"54,4",24130.0,100207610429.909,11.1768870490548,6303.6,71059.9975585938
387,Ireland,IRL,2005,0.73,"57,0",44640.0,211876989655.907,11.2141745059823,6753.7,73290.0009155273
388,Ireland,IRL,2007,0.8,"58,3",50540.0,270079279419.5,10.5388979009843,6933.74,72139.9993896484
389,Ireland,IRL,2010,0.83,"58,7",44990.0,221913560882.367,8.81329661529246,7203.8,64569.9996948242
390,Ireland,IRL,2015,0.85,,50280.0,291775166506.891,7.88182481747302,7546.7,63430.0003051758
391,Israel,ISR,2000,0.63,"54,1",19960.0,136035771711.672,9.06344410876133,1530.0,73849.9984741211
392,Israel,ISR,2005,0.69,"54,9",22190.0,147083996033.603,8.80362452511987,1535.0,76230.0033569336
393,Israel,ISR,2007,0.74,"55,7",24710.0,184052121662.082,9.27563661705562,1537.0,83669.9981689453
394,Israel,ISR,2010,0.75,"54,6",30280.0,238364092298.023,9.25022255142799,1540.0,89290.0009155273
395,Israel,ISR,2015,0.81,,36640.0,303414276832.04,7.89250717648338,1650.0,87230.0033569336
396,Italy,ITA,2000,0.65,"63,2",21910.0,1146676894209.73,7.66216803916005,83692.5,517320.007324219
397,Italy,ITA,2005,0.71,"68,9",32480.0,1858217147203.73,8.17378306441827,86986.45,557229.98046875
398,Italy,ITA,2007,0.75,"69,4",35930.0,2213102482751.46,7.86076796398096,88304.03,538469.970703125
399,Italy,ITA,2010,0.76,"68,9",37960.0,2136099955236.67,6.83683617681371,90280.4,483089.996337891
400,Italy,ITA,2015,0.81,,33000.0,1836637711060.55,5.56325946870661,92970.8,414250.0
401,Jamaica,JAM,2000,0.44,"52,0",3290.0,9005064474.93003,3.85115257033809,5210.0,11800.0001907349
402,Jamaica,JAM,2005,0.44,"53,0",3890.0,11243868485.7428,3.94491627685716,5397.25,12289.999961853
403,Jamaica,JAM,2007,0.45,"52,7",4420.0,12799593017.7101,4.44983970499404,5472.15,13409.9998474121
404,Jamaica,JAM,2010,0.45,"54,4",4520.0,13220556882.7046,2.7360221526618,5584.5,8869.99988555908
405,Jamaica,JAM,2015,0.48,,4870.0,14188935947.5694,2.53717648856495,5774.6,8590.00015258789
406,Japan,JPN,2000,0.72,"59,7",36810.0,4968359075956.59,9.32341556096907,248760.0,1276560.05859375
407,Japan,JPN,2005,0.76,"62,6",41280.0,4831467035389.8,9.49198928012225,249210.0,1287650.02441406
408,Japan,JPN,2007,0.78,"63,0",39310.0,4579750920354.81,9.57078418363185,249390.0,1302140.01464844
409,Japan,JPN,2010,0.8,"63,4",43910.0,5759071769013.11,9.03006153251152,249660.0,1234729.98046875
410,Japan,JPN,2015,0.83,,39380.0,4444930651964.18,9.2766294225014,249440.0,1270469.97070313
411,Jordan,JOR,2000,0.44,"39,7",1690.0,8460789844.8519,3.21784811994207,975.0,20879.9991607666
412,Jordan,JOR,2005,0.48,"41,1",2370.0,12588998589.5628,3.49914270817669,975.0,25479.9995422363
413,Jordan,JOR,2007,0.48,"41,4",2640.0,17110437235.543,3.25791924663868,975.0,27780.0006866455
414,Jordan,JOR,2010,0.49,"42,2",3690.0,27133804244.3669,2.91433398712607,975.0,27520.0004577637
415,Jordan,JOR,2015,0.52,,3860.0,38587017944.3352,2.66582511828137,975.0,34959.9990844727
416,Kazakhstan,KAZ,2000,0.46,"34,6",1270.0,18291994909.0044,8.07262961324075,31569.258,156869.995117188
417,Kazakhstan,KAZ,2005,0.53,"32,8",2930.0,57123671733.8952,11.1711680695843,31195.527,222800.003051758
418,Kazakhstan,KAZ,2007,0.53,"32,8",4980.0,104849886825.584,12.8124218163691,31046.034,253600.006103516
419,Kazakhstan,KAZ,2010,0.53,"32,9",7440.0,148047348240.643,14.0731404429738,30821.795,290570.007324219
420,Kazakhstan,KAZ,2015,0.58,,11380.0,184388432148.715,10.8722627228243,33084.562,250220.001220703
421,Kenya,KEN,2000,0.25,"46,9",430.0,12705357103.0056,0.269678019354973,39611.9,35040.0009155273
422,Kenya,KEN,2005,0.26,"48,9",520.0,18737897744.7948,0.232123353893108,37887.65,39299.9992370605
423,Kenya,KEN,2007,0.26,"49,8",710.0,31958195182.2406,0.246340428478265,37197.95,56069.9996948242
424,Kenya,KEN,2010,0.28,"49,3",930.0,45405587556.7313,0.304447042493913,36163.4,58740.0016784668
425,Kenya,KEN,2015,0.31,,1330.0,70120413328.7838,0.367330896394853,35224.1,65910.0036621094
426,Kuwait,KWT,2000,0.51,"37,3",19000.0,37712842242.5033,25.7584238159989,48.5,69830.0018310547
427,Kuwait,KWT,2005,0.57,"36,0",35760.0,80798630136.9863,31.2740045808784,55.5,94349.9984741211
428,Kuwait,KWT,2007,0.55,"36,2",47530.0,114639690358.902,28.163743238456,58.3,96010.0021362305
429,Kuwait,KWT,2010,0.57,"35,5",43190.0,115419399860.433,27.4244777800249,62.5,107360.000610352
430,Kuwait,KWT,2015,0.54,,41040.0,114567298105.683,22.7745842187799,62.5,125980.003356934
431,Kyrgyzstan,KGZ,2000,0.43,"46,1",280.0,1369688498.06778,0.953372529805651,11809.0,9489.99977111816
432,Kyrgyzstan,KGZ,2005,0.45,"46,7",450.0,2460248026.17783,1.026614533517,12052.9,10319.9996948242
433,Kyrgyzstan,KGZ,2007,0.46,"46,4",610.0,3802566170.81543,1.22807679564795,12150.46,11649.9996185303
434,Kyrgyzstan,KGZ,2010,0.47,"46,3",850.0,4794357795.07139,1.16558672233935,12296.8,12050.0001907349
435,Kyrgyzstan,KGZ,2015,0.49,,1180.0,6678178340.45121,1.72405117725053,12518.1,16610.0006103516
436,Laos,LAO,2000,0.27,..,280.0,1731198022.45494,0.16571982338686,174250.0,7960.00003814697
437,Laos,LAO,2005,0.3,..,450.0,2735558726.25625,0.215275320130337,171827.5,9229.99954223633
438,Laos,LAO,2007,0.31,..,610.0,4223152219.2439,0.286359934748584,170858.5,10170.0000762939
439,Laos,LAO,2010,0.34,..,990.0,7131773632.71369,0.455449902954529,169405.0,12380.0001144409
440,Laos,LAO,2015,0.36,,1970.0,14426381187.0894,1.30830292257498,167680.0,19260.0002288818
441,Latvia,LVA,2000,0.52,"63,8",3320.0,7958852838.93395,2.92707651369559,32410.0,10569.9996948242
442,Latvia,LVA,2005,0.6,"69,8",7390.0,17003459863.0989,3.44381073876975,33065.6,11520.0004577637
443,Latvia,LVA,2007,0.63,"70,0",11230.0,31054350977.9784,3.87669991159087,33327.84,12479.9995422363
444,Latvia,LVA,2010,0.63,"70,4",12650.0,23956163076.5575,4.06187225496527,33721.2,12489.9997711182
445,Latvia,LVA,2015,0.63,,15110.0,27263090547.0617,3.70159303597947,33914.4,11569.9996948242
446,Lebanon,LBN,2000,0.44,"47,4",4090.0,17260364842.4544,3.62677583562813,1381.8,18920.0000762939
447,Lebanon,LBN,2005,0.45,"47,8",4940.0,21497336498.9718,3.72169651776841,1377.65,20889.9993896484
448,Lebanon,LBN,2007,0.44,"48,7",5360.0,24827355014.66,3.12707396566477,1375.99,18889.9993896484
449,Lebanon,LBN,2010,0.47,"47,4",7410.0,38443907042.3217,4.17550754841099,1373.5,25250.0
450,Lebanon,LBN,2015,0.51,,7440.0,49929337837.0813,4.22101164081579,1403.3,32880.0010681152
451,Lesotho,LSO,2000,0.27,..,590.0,887295267.875155,0.195133666561595,345.2,2289.99996185303
452,Lesotho,LSO,2005,0.25,..,1030.0,1682350934.85132,0.217454631456156,345.2,2259.99999046326
453,Lesotho,LSO,2007,0.26,..,1300.0,1682016947.22798,0.221834011497966,345.2,2269.99998092651
454,Lesotho,LSO,2010,0.25,..,1260.0,2234731973.55119,0.271907466391461,345.2,2309.99994277954
455,Lesotho,LSO,2015,0.28,,1280.0,2359759799.04224,0.306817811179659,345.2,2339.99991416931
456,Liberia,LBR,2000,0.23,..,,874000000.0,0.148520459902239,82226.4,839.999973773956
457,Liberia,LBR,2005,0.21,..,250.0,949000000.0,0.205123939766214,80713.4,1110.00001430511
458,Liberia,LBR,2007,0.22,..,310.0,1373000000.0,0.176175555006658,80108.2,1179.99994754791
459,Liberia,LBR,2010,0.23,..,440.0,1998000000.0,0.181594032142015,79200.4,1399.99997615814
460,Liberia,LBR,2015,0.24,,630.0,3227075700.0,0.273180857320295,77687.4,2240.00000953674
461,Libya,LBY,2000,0.46,,,38270206950.41,8.67542615703065,2170.0,110660.003662109
462,Libyan Arab Jamahiriya,LBY,2000,,"34,5",,38270206950.41,8.67542615703065,2170.0,110660.003662109
463,Libya,LBY,2005,0.48,,6810.0,47334148578.4164,9.07676066343201,2170.0,129419.998168945
464,Libyan Arab Jamahiriya,LBY,2005,,"37,0",6810.0,47334148578.4164,9.07676066343201,2170.0,129419.998168945
465,Libya,LBY,2007,0.51,,10910.0,68035403136.3852,8.10047000269935,2170.0,128210.006713867
